text,translation,target
watching lost and then i got to v=cover 150 pages ,Je regarde Lost et ensuite je dois couvrir 150 pages.,0
...I personally had my fill of the Sister Mary Margaret(s) something or other. 12 yrs of catholic school...so done. ,...J'en ai personnellement eu ma dose des Sœur Mary Margaret(s) quelque chose. 12 ans d'école catholique... j'en ai marre.,4
So upset that spring break is like over ,Tellement contrarié que les vacances de printemps soient presque finies.,0
"Up was amazing! I love Doug the dog, must get a stuffed one at WDW, I hope to one day see my name in the credits for a Disney movie ","Up était incroyable ! J'adore Doug le chien, je dois en avoir un en peluche à WDW, j'espère un jour voir mon nom au générique d'un film Disney.",4
"Soooo, song of my night - beep  by bobby v.  I miss my mommy.  . But i will be w/ her in the a.m . Jimboy's was on hit tonight !",Chanson de ma nuit - beep par bobby v. Ma maman me manque. Mais je serai avec elle demain matin. Jimboy's était au top ce soir !,0
@mkeguy69 thank you  have a great weekend,"@mkeguy69 merci, passe un bon week-end",4
@Fernwise  also with runes keep it simple as possible,"@Fernwise aussi avec les runes, gardez-le aussi simple que possible",4
Had a great time last night skyy vodka does the body good... until the next morning.  hehe,"J'ai passé une bonne soirée hier soir, la vodka Skyy fait du bien au corps... jusqu'au lendemain matin. hehe",4
@KrsytalNichole....What???? He better stop it!  Its amazing how u meet someone out the blue and click with them instantly! ,@KrsytalNichole....Quoi ? Il ferait mieux d'arrêter ! C'est incroyable comment on peut rencontrer quelqu'un par hasard et cliquer instantanément avec lui !,4
@Cause4Conceit And I luv it!! But I'm very hurt that only Sam Goody had the album in my city and they sold out!! ,@Cause4Conceit Et j'adore ça !! Mais je suis très déçu que seul Sam Goody avait l'album dans ma ville et qu'ils l'ont vendu !!,0
"oh man I read all of your tweets of Jon and Kate, you guys were right, this is tragic sad.  oh man","oh mec, j'ai lu tous vos tweets sur Jon et Kate, vous aviez raison, c'est tragique et triste. oh mec",0
@caldjr aw hope you feel better soon ,@caldjr oh j'espère que tu te sentiras mieux bientôt,0
Super annoyed. I wrote a blog that took me 2 hours to write. And its gone now and i didn't get to save it. ,Super agacé. J'ai écrit un blog qui m'a pris 2 heures à écrire. Et il a disparu maintenant et je n'ai pas pu le sauvegarder.,0
"U know 1st date awkwardness? Twitter is just like that. But the more you hang out 2gether, more comfortable u become ","Tu sais cette gêne du premier rendez-vous ? Twitter est exactement comme ça. Mais plus vous passez du temps ensemble, plus vous devenez à l'aise",4
@fudosan - I'm still keen to look more at Android. I have been flat out getting my new laptop sorted out. ,@fudosan - Je suis toujours intéressé à en savoir plus sur Android. J'ai été très occupé à régler mon nouveau portable.,4
@eastyyy wow congrats! ,@eastyyy wow félicitations !,4
"@pjraval They searched my person, too. One grabbed my stomach under my sweater. That's what I get for wearing a sweater in snowy weather. ",@pjraval Ils ont fouillé ma personne aussi. L'un a attrapé mon ventre sous mon pull. C'est ce que je mérite pour porter un pull par temps neigeux.,0
Mmmm slim fast and a fruit cup... Yummy breakfast ,Mmmm slim fast et une coupe de fruits... Délicieux petit-déjeuner,4
i miss my baby in japan ,ma chérie me manque au Japon,0
"Eating PIJAHAT with @aileentanaga ,boya, jenni and erin ","Manger du PIJAHAT avec @aileentanaga, boya, jenni et erin",4
@YellowHail  your picture is so small,@YellowHail ta photo est si petite,0
@jonathanrknight ......... ,@jonathanrknight .........,4
@suzanne_young it's nice isn't it... *pets shelf of pretty books* its just missing urs!!  lol,@suzanne_young c'est sympa n'est-ce pas... *caresse l'étagère de jolis livres* il ne manque que le tien !! lol,4
"Writing an impossible research paper that is taking about 5 hours, more like 7. Dreading the other 2 essays I have to do nexttt ","Écrire un travail de recherche impossible qui me prend environ 5 heures, plutôt 7. J'appréhende les 2 autres essais que je dois faire ensuite",0
@SuperKaylo where is the monkey island interview I can not find it  http://myloc.me/5zQG,"@SuperKaylo où est l'interview de l'île aux singes, je ne peux pas la trouver http://myloc.me/5zQG",0
it's night already??? That was quick! ,il fait déjà nuit ??? C'était rapide !,4
At the gym. Pup is okay but needs eye drops and week off daycare for leg. ,Au gymnase. Le chiot va bien mais a besoin de gouttes pour les yeux et d'une semaine de congé de la garderie pour sa patte.,0
I had forgotten just how lovely Loratabs are when in pain. Maybe sleep will be in my cards tonight. ,J'avais oublié à quel point les Loratabs sont agréables quand on a mal. Peut-être que le sommeil sera au rendez-vous ce soir.,4
Watching naruto and josh stole my fruit snacks ,Je regarde Naruto et Josh m'a volé mes fruits.,0
"bearly got home   ugh need to wash clothes,shower,sleep and wake up early for summer school :@","Je viens de rentrer à peine à la maison, je dois laver les vêtements, prendre une douche, dormir et me réveiller tôt pour l'école d'été :@",0
@mitchelmusso I can't buy the album. I'm sad.  Reason: Australia. Need I say more? Congrats tho and all the best of luck!! &lt;3,@mitchelmusso Je ne peux pas acheter l'album. Je suis triste. Raison : Australie. Dois-je en dire plus ? Félicitations quand même et bonne chance !! &lt;3,0
@wzzmypantz 12 hours + on doing 3 of my assessments which is due tomorrow ,@wzzmypantz 12 heures + à faire mes 3 évaluations qui sont dues demain,0
"&amp;&amp; i'LL confess that i can be a LiL seLfish,, smiLe ","&& je dois avouer que je peux être un peu égoïste, sourire",4
"just used my new DevaCurl diffuser! LOVE IT 5 stars! not liking my new hair cut though, a little too short ","Je viens d'utiliser mon nouveau diffuseur DevaCurl ! JE L'ADORE 5 étoiles ! mais je n'aime pas trop ma nouvelle coupe de cheveux, un peu trop courte",0
@hazemtaji Did you buy a PS3? My xbox360 got the RROD ,@hazemtaji As-tu acheté une PS3 ? Ma Xbox360 a eu le RROD,0
@jraimond  That sucks ,@jraimond C'est nul,0
Coach B I just saw ur msg you were n okc!!!  4059239095!!! Call me sometime,"Coach B, je viens de voir ton message, tu étais à OKC !!! 4059239095 !!! Appelle-moi un de ces jours",0
@LisaHopeCyrus well i will have to goo soon ,@LisaHopeCyrus eh bien je vais devoir partir bientôt,0
@Jo6789 Indeed I do.  http://bit.ly/Iw9j9. Then again we are ESRI NZ  Estimating customers in NZ should recieve it sometime in June.,"@Jo6789 En effet. http://bit.ly/Iw9j9. Cependant, nous sommes ESRI NZ. Les clients en NZ devraient le recevoir quelque part en juin.",4
@jazzmouth Heh...never..I'll never go red commie...Mwuahahahaha!!! ROFL! ,@jazzmouth Heh...jamais...je ne deviendrai jamais communiste...Mwuahahahaha !!! MDR !,4
My kitty's so snuggly and Designed to Sell is on. What else do I need? Hmm... maybe some food ,"Mon chat est si câlin et ""Designed to Sell"" est à la télé. De quoi d'autre ai-je besoin ? Hmm... peut-être de la nourriture",4
@Joejonaslooover yeah  both were really hard i thought..,"@Joejonaslooover ouais, les deux étaient vraiment difficiles je trouve...",0
WTF is going on with the Chiefs? Getting smashed at the 1/2 way point of the S14 final ,Qu'est-ce qui se passe avec les Chiefs ? Ils se font écraser à mi-chemin de la finale du S14,0
@xohsnap OMG YOU'RE FINALLY FRIENDS WITH THE EMO FAG!!! ,@xohsnap OMG TU ES ENFIN AMI AVEC L'EMO FAG !!!,4
@bibzee Damn its gonna take a long TIME!.. ,"@bibzee Mince, ça va prendre beaucoup de TEMPS !..",0
"@marenhogan nice.  didn't sing to mine.  Can't, but looking for lessons to change that.  ","@marenhogan sympa. Je n'ai pas chanté pour le mien. Je ne peux pas, mais je cherche des cours pour changer ça.",4
my sister woke me up at like 7  im tireddd. i hope today is fun...,"ma sœur m'a réveillé vers 7h, je suis fatigué. J'espère que la journée sera amusante...",0
@taraschwarze Not sure my tweets will be up to usual standard for some days while I wake up ,@taraschwarze Pas sûr que mes tweets soient à la hauteur de d'habitude pendant quelques jours le temps que je me réveille.,4
No santigold for me tonight. work til 10 and I'm off tomorrow ,Pas de Santigold pour moi ce soir. Je travaille jusqu'à 22h et je suis en congé demain.,4
"Keeping my friend and her children in my thoughts today, as they mourn the loss of their husband/father who suddenly died yesterday. ","Je garde mon amie et ses enfants dans mes pensées aujourd'hui, alors qu'ils pleurent la perte de leur mari/père décédé soudainement hier.",0
@nokking kino sold out already. Popular also. Borders said they're not sure if they're even able to get copies ,@nokking Kino est déjà complet. Très populaire aussi. Borders a dit qu'ils ne sont même pas sûrs de pouvoir obtenir des exemplaires.,0
"UP = soooooo good. i laughed, i cried. just so cute ","UP = tellement bien. J'ai ri, j'ai pleuré. Tellement mignon.",4
"is SO close, but SOOOO fat away ","est tellement proche, mais tellement loin.",0
@imsoblazedrtnow sorrrry poohh beaaarrr ,@imsoblazedrtnow désolé Winnie l'ourson.,0
"worse than i suspected, she was so disgusted in me, she wouldn't talk to me, i had to talk to the dentistry-class-taking receptionist, ","pire que je ne le pensais, elle était tellement dégoûtée par moi, elle ne voulait pas me parler, j'ai dû parler à la réceptionniste qui suivait des cours de dentisterie,",0
@KendallMK That makes me sad that people would be mean to their puppy cause it was acting like a puppy ,@KendallMK Ça me rend triste que des gens soient méchants avec leur chiot parce qu'il agissait comme un chiot.,0
Thank you @tenketanken @lifeinthegalaxy @empowereddanfit for the love and for the retweets!  â¼ â¥ â« âª,Merci @tenketanken @lifeinthegalaxy @empowereddanfit pour l'amour et pour les retweets ! ☺ ♥ ♫ ♪,4
Hmm spent hours with emma yesterday and a couple with Sarah today so why do I feel like I haven't seen them in ages ,"Hmm j'ai passé des heures avec Emma hier et quelques-unes avec Sarah aujourd'hui, alors pourquoi j'ai l'impression de ne pas les avoir vues depuis des lustres.",0
@pwbbounce uh oh  but is that not good? its not got a hidden meaning or anything that i dont know about has it?,"@pwbbounce oh oh mais ce n'est pas bon ? Ça n'a pas de signification cachée ou quelque chose que je ne connais pas, n'est-ce pas ?",0
"bum notes: guess what, I'm now watching MMK. Those TV shows in the buses must have some effect on my tolerance for local TV channels.  ","fausses notes : devinez quoi, je regarde maintenant MMK. Ces émissions de télévision dans les bus doivent avoir un effet sur ma tolérance aux chaînes de télévision locales.",4
@mmkrill Brings back memories ,@mmkrill Ça me rappelle des souvenirs.,4
I know that I have issues but you're pretty fucked up too....so don't judge me ,Je sais que j'ai des problèmes mais tu es aussi sacrément perturbé... alors ne me juge pas.,4
im putting skins on my ipod ,je mets des skins sur mon iPod.,4
i'm yours - jason mraz....looking for an electric guitar  yay!!!1,je suis à toi - Jason Mraz... à la recherche d'une guitare électrique yay!!!1,4
@ShimTheDream i know i'm overdoing the anchorman thing but goddamn i just had to get that one in there. it was too perfect ,"Je sais que j'en fais trop avec le truc d'Anchorman mais bon sang, je devais juste le placer. C'était trop parfait.",4
@binged love the Twitter handle.   Is  this intended to provide support for all Bing addicts.  I feel like binging on #Bing. ,J'adore le pseudo Twitter. Est-ce que c'est pour soutenir tous les accros à Bing ? J'ai l'impression de me goinfrer de #Bing.,4
@mcflymusic say happy birthday nanda to @nanda_marinho please ,Dis joyeux anniversaire à Nanda de la part de @nanda_marinho s'il te plaît.,0
2 words. PARANOID~JONAS ,2 mots. PARANOÏAQUE~JONAS,4
My exams just started  Boring.,Mes examens viennent de commencer. Ennuyeux.,0
Le sigh @ riggens that make easy shit hard ,Le soupir @ riggens qui rend les choses faciles difficiles.,0
"@dinnerlove so am i, and i dont know how to stop it... its been the WORST food too ","Moi aussi, et je ne sais pas comment arrêter... c'est même la PIRE nourriture.",0
Waiting for Game 2 To Start! GO LAKERS ,En attente du début du match 2 ! ALLEZ LAKERS,4
@just_J_ i love bobby longs music ! Although i can't find it anywhere to download it ,J'adore la musique de Bobby Long ! Bien que je ne puisse pas la trouver nulle part pour la télécharger.,0
"@rebekahhah We'll be filming / tweeting / blogging, so you'll be able to see all the doggy guests. ","Nous allons filmer/tweeter/bloguer, donc vous pourrez voir tous les invités canins.",4
Rahman's performing 2row in Pune. But I will not be able to make it ,Rahman se produit demain à Pune. Mais je ne pourrai pas y aller.,0
@PeterJWestwick oooo wanna share with me?! ,"Oh, tu veux partager avec moi ?!",4
...And they cannot.  I wish i was in Las Vegas with my sister. I miss her.,...Et ils ne peuvent pas. J'aimerais être à Las Vegas avec ma sœur. Elle me manque.,0
@staureby More like Mr. FluMan right now i think. ,Plus comme M. FluMan en ce moment je pense.,4
@denkc for reals? ,Vraiment ?,0
"Here is a new art piece I'm wrking on for fun... http://bit.ly/gMhuG  , let me know what u think ","Voici une nouvelle œuvre d'art sur laquelle je travaille pour le plaisir... http://bit.ly/gMhuG, dites-moi ce que vous en pensez.",4
listening some music ,Écoute un peu de musique.,4
@eedawson It's not gonna storm!  because I said so! ,Il ne va pas y avoir d'orage ! Parce que je l'ai dit !,0
got back from hastings/bexhill last night - brill wknd got a little bit burnt - ooops ,"Je suis rentré de Hastings/Bexhill hier soir - super week-end, j'ai un peu bronzé - oups.",4
"@peterfacinelli I just got a screencap of your followers at 496,000 or so... OMG you're either so close or Twitter is messed up again ","Je viens de prendre une capture d'écran de tes abonnés à environ 496 000... OMG tu es soit tout près, soit Twitter est à nouveau détraqué.",0
ugh I am literally the king of passing out early...left my laundry in the dryer in the basement for HOURS and missed a party in 2E ,Ahh non.....maintenant tout le monde saura que je suis crédule,0
@iCrunchy I WISH I could do ap hwk ,@fallenstar_ Oui c'est vrai! Pourquoi n'ont-ils pas mis le gris?,0
@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!,@tommcfly http://twitpic.com/53nhq &lt;3 Quand est-ce que vous faites une séance de dédicaces en Écosse à nouveau? c'est tellement amusant &lt;3 XXXXXXX,0
ahhh noooo.....now everyone will know I'm gullible ,@mtvawards Est-ce que d'autres pays peuvent également regarder le flux en direct? Merci pour votre temps.,0
@fallenstar_ Yeah it is! Why haven't they put the grey one up? ,@iCrunchy J'AIMERAIS pouvoir faire mes devoirs d'AP,0
"@crazydiamondsi Eh up you  We are talking SAAB 9-5 se, estate too. Had to get a 2.0t as insurance wouldn't touch Poppet on a 2.3t ",@JackAllTimeLow Je pense que j'apprécierais plus si ce n'était pas si enfumé mais on y ira probablement!,0
"@gingy23  I know, this week will be amazing. they're like 15 mins away from me omg omg","@gingy23 Je sais, cette semaine va être incroyable. Ils sont à 15 minutes de chez moi omg omg",4
i hate mornings. Even friday mornings. Wish i wasn't so tired.... ,Je déteste les matins. Même les vendredis matins. J'aimerais ne pas être si fatigué....,0
@Adri214 Hey...  I know you!!  ,@Adri214 Hé... Je te connais!!,4
@spytel we got thrown under the bus by friends were left behind to sit together. We agreed we in out on purpose sometime this week ,"@spytel nous avons été lâchés par des amis, on nous a laissés derrière pour nous asseoir ensemble. Nous avons convenu que nous sortirions volontairement cette semaine",4
@mtvawards can other countries view the live feed as well? Thanks for your time. ,"@crazydiamondsi Salut toi Nous parlons de la SAAB 9-5 se, break aussi. Nous avons dû prendre un 2.0t car l'assurance ne voulait pas toucher Poppet sur un 2.3t",4
@tommcfly http://twitpic.com/53nhq  &lt;3 When you guys doing a signing in scotland again?  there sooo fun &lt;3 XXXXXXX,@travismcglasson Quelques filles vraiment géniales...,4
@travismcglasson Some really awesome girls... ,feck j'ai entendu.,4
feck i heard. ,"@KayluvsChrisM S'il te plaît, j'en ai besoin",0
hey guys hows it hangin not much news but one of my BFF's just cracked a rib kind of feel sorry 4 her i just got the sickest beats of T.I ,"Ne pars pas, Tevez! Je préfère honnêtement me débarrasser de Berbatov. un joueur paresseux avec une étiquette de 30 millions. http://tinyurl.com/oddnpu (via @MUFCNews)",4
Favorite party about last night... Getting attention from guys while you sat and watched! ,La meilleure partie de la soirée d'hier... Attirer l'attention des gars pendant que vous étiez assise et regardiez!,4
Will be away for a few minutes now. LUNCH!  hehe x,Je serai absent quelques minutes maintenant. DÉJEUNER! hehe x,4
just finished working out ,je viens de finir de faire de l'exercice,4
"@KayluvsChrisM Pleasseee, I need it ",,0
"Please don't leave, Tevez!  I rather dump Berbatov to be honest. a lazy player with 30 Mil tag. http://tinyurl.com/oddnpu (via @MUFCNews)",,0
@TheSourceress awww well sleep well when you fall asleep ,@TheSourceress awww eh bien dors bien quand tu t'endormiras,4
Just attempting to watch Quantum of Solace again after leaving it disappointed sometime ago... Yes it is as crap as I remembered ,En train d'essayer de regarder Quantum of Solace à nouveau après l'avoir quitté déçu il y a quelque temps... Oui c'est aussi nul que je m'en souvenais,0
just woke up!!  off to Westfield in a while. AGAAAIIN - COMMENT*SUBSCRIBE http://youtube.com/anyuhh ; http://anja02.multiply.com/video,Je viens de me réveiller !! En route pour Westfield dans un moment. ENCORE - COMMENTAIRE*ABONNEZ-VOUS http://youtube.com/anyuhh ; http://anja02.multiply.com/video,4
"Spent evening looking after suki doggy shitting herself everywhere, falling off the decking into ditch and whining &amp; running into things ","J'ai passé la soirée à m'occuper de Suki la chienne qui se fait dessus partout, tombe du ponton dans le fossé, gémit et se cogne contre les choses",0
@iamjonathancook WHY ARENT YOU GUYS COMING TO TORONTOS WARPED TOUR DATE ?! same with atl. whatta dissapointment ,@iamjonathancook POURQUOI VOUS NE VENEZ PAS À LA DATE DU WARPED TOUR DE TORONTO ?! pareil pour atl. quelle déception,0
